Gender,Age,Income (USD),Income Stability,Property Age,Property Location,Property Price,Loan Sanction Amount (USD)
M,32,6525.14,Low,6537.14,Urban,205002.88,73447.50846
F,25,741.18,Low,742.18,Urban,58902.08,19240.46467
M,56,1516.94,Low,1523.94,Urban,188398.02,60847.49303
F,26,3076.8,Low,3062.8,Semi-Urban,154085.95,53377.55952
M,56,2569.34,Low,2576.34,Semi-Urban,54262.05,16727.8279
F,54,4236.68,Low,4248.68,Urban,192791.4,65501.43582
M,65,3786.15,High,3789.15,Rural,36747.55,22858.43447
M,64,2213.51,Low,2213.51,Urban,177751.2,57346.94889
F,48,3737.92,Low,3736.92,Rural,127905.46,43801.28847
F,34,6370.31,Low,6379.31,Rural,400479.04,139166.4791
M,30,3162.78,Low,3176.78,Semi-Urban,70743.55,24931.31778
F,46,1053.85,Low,1069.85,Rural,90802.38,28760.20627
F,18,2771.24,Low,2768.24,Semi-Urban,242131.48,83279.16251
M,39,1523.28,Low,1511.28,Urban,45378.02,14146.86817
M,23,3269.87,Low,3268.87,Rural,90912.48,32637.61575
F,60,3839.42,Low,3842.42,Semi-Urban,272981.87,91415.0894
M,58,2879.11,Low,2875.11,Urban,221399.24,73162.06589
M,18,2385.76,Low,2392.76,Semi-Urban,148110.68,51071.04132
M,21,2838.66,Low,2840.66,Semi-Urban,100395.36,35266.11444
M,20,5092.27,Low,5083.27,Urban,164620.58,59355.94091
M,48,2180.43,Low,2167.43,Semi-Urban,243465.1,80508.41603
M,42,2722.45,Low,2718.45,Semi-Urban,52810.87,17498.77696
F,53,2178.77,Low,2189.77,Rural,433750.37,144554.6785
F,32,1723.44,Low,1718.44,Rural,46988.71,15824.08489
F,22,1602.43,Low,1614.43,Urban,44894.16,15658.64468
M,64,3364.63,Low,3362.63,Urban,213173.47,70421.78571
F,42,3763.05,Low,3760.05,Urban,181039.44,62011.09459
M,58,1362.79,Low,1373.79,Rural,26031.2,6130.538079
F,65,2538.14,High,2545.14,Urban,133897.14,54316.52013
M,54,2840.78,Low,2822.78,Urban,43033.78,13516.96822
M,60,2471.54,High,2475.54,Urban,330255.62,120365.3503
M,58,1729.53,Low,1735.53,Semi-Urban,33232.53,8646.279593
M,33,5351.33,Low,5335.33,Urban,305891.12,106043.4153
F,45,1067.23,Low,1062.23,Urban,49381.26,14790.52506
M,23,3997.06,Low,4009.06,Semi-Urban,68002.62,25416.41725
M,20,996.44,Low,983.44,Rural,25749.53,8655.054938
F,22,3338.32,Low,3342.32,Semi-Urban,191426.54,66513.76984
F,44,3128.66,Low,3131.66,Urban,156040.07,52809.65603
F,60,4420.37,Low,4430.37,Urban,108949.35,37050.02829
F,63,2674.92,Low,2676.92,Rural,76863.41,24383.60736
F,62,3036.49,High,3042.49,Rural,83683.25,38333.31119
F,18,1757.18,Low,1764.18,Semi-Urban,105594.03,36382.725
F,31,2738.08,Low,2737.08,Rural,40952.31,14915.0562
F,44,1390.85,Low,1403.85,Semi-Urban,273669.05,90412.93535
F,60,2455.04,Low,2459.04,Urban,48438.78,14711.05843
M,18,711.63,Low,699.63,Semi-Urban,16405.19,5107.936194
F,18,2041.78,Low,2038.78,Urban,69473.93,24673.30576
M,61,1569.85,Low,1579.85,Urban,230515.08,74655.244
M,35,1872.76,Low,1869.76,Urban,112561.83,37393.12806
M,22,3242.06,Low,3230.06,Urban,289164.77,99140.19656
M,30,3177.14,Low,3176.14,Urban,220800.48,75482.17899
M,29,2669.85,Low,2682.85,Rural,24200.42,9147.180363
M,58,1608.54,Low,1616.54,Urban,170368.09,54726.98181
F,55,9925.62,Low,9929.62,Urban,140740.67,53750.9913
M,33,2239.79,Low,2235.79,Semi-Urban,191236.01,64215.90289
F,26,2888.97,Low,2880.97,Rural,251512.56,86191.09552
F,18,1645.19,Low,1647.19,Urban,218611.99,74367.65057
M,37,1592.2,Low,1589.2,Semi-Urban,48908.66,15428.27663
F,40,6507.39,Low,6506.39,Semi-Urban,144505.4,52566.45753
M,49,2424.98,Low,2422.98,Urban,111919.43,36635.04333
F,41,2140.01,Low,2130.01,Rural,156664.81,52377.10282
M,30,4230.08,Low,4228.08,Semi-Urban,80413.43,29262.73954
M,18,900.55,Low,901.55,Urban,42813.67,14316.56333
M,51,1736.08,Low,1731.08,Semi-Urban,88331.31,27709.45595
M,25,2174.47,Low,2177.47,Semi-Urban,72372.34,24857.75459
M,49,2915.4,Low,2920.4,Urban,134367.18,44680.57954
F,26,5029.9,Low,5027.9,Urban,226130.72,79719.43631
M,38,1897.47,Low,1886.47,Semi-Urban,174209.65,57747.39029
M,46,3411.09,Low,3423.09,Rural,474465.48,159809.4417
M,47,2302.52,Low,2288.52,Rural,49828.71,15942.71985
F,64,2848.35,Low,2847.35,Rural,127753.29,41574.8503
M,21,3113.88,Low,3111.88,Rural,148992.17,52145.49549
M,64,5615.51,High,5616.51,Urban,159701.67,65971.0812
M,65,1827.22,High,1837.22,Semi-Urban,49845.54,24982.95413
M,56,4495.08,Low,4504.08,Semi-Urban,285905.38,96509.88439
F,65,770.94,High,765.94,Semi-Urban,136426.51,53215.1134
M,47,1084.83,Low,1089.83,Urban,63712.56,19233.17571
F,51,1221,Low,1223,Rural,94651.05,29821.25551
F,39,2311.02,Low,2306.02,Semi-Urban,183394.06,61415.69466
F,33,4017.49,Low,4019.49,Urban,230270.79,79523.20068
F,18,4191.31,Low,4185.31,Urban,270361.11,94350.27088
M,31,2468.27,Low,2460.27,Semi-Urban,118330.95,40115.9888
M,65,1219.63,High,1226.63,Semi-Urban,64800.18,29383.57686
F,24,2718.28,Low,2706.28,Semi-Urban,284717.74,97051.02501
F,18,3236.07,Low,3249.07,Urban,112522.84,40363.37199
M,43,2614.27,Low,2597.27,Semi-Urban,208664.16,69655.45629
F,65,1343.72,High,1346.72,Rural,105831.77,43803.47741
F,62,3439.18,Low,3436.18,Urban,116725.08,38493.81668
M,36,1632.24,Low,1642.24,Rural,88315.4,29067.9129
F,22,1006.98,Low,991.98,Urban,229461.06,77034.27034
M,34,1353.11,Low,1351.11,Rural,157212.53,52077.96369
F,47,2160.35,Low,2160.35,Semi-Urban,160332.88,94237.2
F,41,1888.88,Low,1890.88,Rural,132700.09,44076.39828
M,24,5519.67,Low,5508.67,Semi-Urban,123889.76,45655.68282
M,44,1519.17,Low,1514.17,Semi-Urban,46480.05,13983.03716
M,43,3198.79,Low,3195.79,Rural,101594.08,34569.87841
M,18,1648.09,Low,1633.09,Urban,51311.51,17927.31113
M,45,1661.61,Low,1674.61,Semi-Urban,62287.89,19368.83608
F,60,519.11,High,528.11,Rural,49536.58,24448.61506
F,40,3600.21,Low,3595.21,Rural,329187.07,111904.26
F,63,2932.71,High,2943.71,Rural,141544.14,57586.83134
M,47,1813.69,Low,1809.69,Urban,109697.07,35420.63811
F,35,1885.43,Low,1879.43,Urban,43814.35,14547.72852
F,49,1739.7,Low,1753.7,Rural,112108.66,36380.22737
M,28,2753.19,Low,2753.19,Rural,96146.12,33472.31103
M,45,3762.54,Low,3755.54,Rural,265157.74,89929.14568
F,59,10084.42,Low,10089.42,Semi-Urban,148593.47,56097.44954
M,20,3371.9,Low,3362.9,Semi-Urban,194302.22,67429.33953
F,18,3113.57,Low,3100.57,Rural,115152.62,41246.05628
M,42,4726.96,Low,4736.96,Semi-Urban,150692.99,52435.46732
M,37,1347.72,Low,1354.72,Urban,99159.65,32201.19048
M,58,2470.51,Low,2460.51,Urban,99948.87,31944.49937
M,51,2100.66,Low,2106.66,Urban,60967.14,19033.78259
F,18,2688.53,Low,2689.53,Rural,138820.94,48769.07063
M,26,2619.52,Low,2616.52,Rural,464756.48,157313.0914
F,49,1986.12,Low,1987.12,Semi-Urban,265111.53,87745.38912
M,65,1823.22,High,1835.22,Semi-Urban,49845.54,24979.88647
M,58,2113.01,Low,2095.01,Rural,38242.71,10984.8475
M,52,2745.65,Low,2745.65,Semi-Urban,480588.47,160429.2848
F,52,4174.69,Low,4186.69,Urban,102215,35170.52411
F,57,2737.18,Low,2742.18,Urban,127959.73,41949.46198
F,45,2803.64,Low,2806.64,Rural,72731.02,24551.52275
F,41,3015.98,Low,3025.98,Semi-Urban,269691.27,90974.31278
F,20,3091.57,Low,3085.57,Semi-Urban,56176.91,20982.52718
M,25,1837.36,Low,1842.36,Semi-Urban,26013.73,8941.633147
M,59,1740.3,Low,1749.3,Urban,99611.67,31015.16063
F,31,2111.34,Low,2125.34,Semi-Urban,66170.52,22477.23159
M,18,2416.17,Low,2421.17,Semi-Urban,80264.85,28310.85961
F,18,3802.54,Low,3797.54,Rural,41477.81,17206.37251
F,49,1980.18,Low,1986.18,Rural,281065.75,93376.8205
M,37,3510.46,Low,3515.46,Rural,634418.03,214349.4684
F,65,3549.74,High,3544.74,Rural,365342.81,133228.1311
M,42,2748.26,Low,2760.26,Semi-Urban,167939,56206.31484
F,42,1845.65,Low,1844.65,Semi-Urban,198158.94,65664.26388
F,41,1411.72,Low,1407.72,Semi-Urban,67909.13,21545.59469
M,18,2452.15,Low,2452.15,Semi-Urban,41872.9,15448.76293
F,41,2250.53,Low,2252.53,Urban,57405.19,19015.84991
F,55,3656.4,Low,3663.4,Rural,217627.71,73307.096
M,62,2651.67,High,2661.67,Semi-Urban,130140.37,53035.34242
F,25,2420.11,Low,2419.11,Rural,57981.51,20784.86873
M,60,3876.33,Low,3873.33,Semi-Urban,204470.25,68199.55314
F,18,2484.21,Low,2484.21,Rural,109461.44,38697.41171
M,40,1857.53,Low,1874.53,Semi-Urban,192816.21,63812.82799
F,55,1388.55,Low,1404.55,Rural,35068.6,9668.835996
M,31,1727.69,Low,1710.69,Urban,185678.07,62114.7023
M,25,5654.68,Low,5664.68,Semi-Urban,412563.63,142694.4985
M,65,1064.15,High,1067.15,Urban,279712.81,101552.2251
F,53,3792.17,Low,3801.17,Rural,59688.41,20551.39391
F,18,6540.8,Low,6554.8,Semi-Urban,129152.2,49191.28496
M,43,2746.23,Low,2749.23,Rural,139453.53,46827.63834
F,31,1742.92,Low,1742.92,Urban,230639.71,77478.44836
F,18,2932.18,Low,2929.18,Semi-Urban,250834.28,86367.11037
F,27,2541.7,Low,2534.7,Rural,78457.79,27626.15797
F,61,3331,High,3319,Urban,80339.27,37443.21696
M,18,1742.94,Low,1754.94,Urban,192320.72,65404.8455
M,18,2021.42,Low,2018.42,Urban,81384.21,28416.98831
M,20,1694.13,Low,1682.13,Rural,63932.32,22195.06274
F,34,2577.57,Low,2591.57,Rural,187502.94,63749.45099
F,24,3489.39,Low,3496.39,Semi-Urban,125014.53,44202.95217
F,56,11029.63,Low,11031.63,Semi-Urban,131732.37,51635.90664
F,48,1392.19,Low,1388.19,Urban,37689.47,10958.59064
F,65,1457.6,High,1462.6,Semi-Urban,225210.67,83746.07112
F,45,2253.52,Low,2247.52,Rural,55543.83,18211.00492
F,41,2609.54,Low,2605.54,Rural,292741.01,98569.97096
F,39,2786.1,Low,2792.1,Semi-Urban,136113.19,46024.88258
F,56,3932.55,Low,3943.55,Urban,197807.95,66716.84578
M,26,3579.68,Low,3583.68,Rural,237888.05,82090.56702
F,39,979.08,Low,977.08,Rural,47951.81,14834.24944
M,54,1301.28,Low,1305.28,Urban,60902.26,17956.24145
F,50,2566.44,Low,2571.44,Rural,123582.77,40996.20051
M,36,2162.59,Low,2170.59,Urban,167353.78,56021.30757
F,61,8040.25,Low,8033.25,Semi-Urban,216967.69,76810.58062
F,58,1525.74,Low,1524.74,Rural,61733.9,18520.31584
M,44,3073.76,Low,3074.76,Rural,214367.5,72246.95731
F,58,3455.44,Low,3466.44,Semi-Urban,67177.47,22052.50343
M,33,1829.88,Low,1829.88,Semi-Urban,43449.84,14155.58804
F,42,1835.58,Low,1846.58,Urban,44470.16,14172.00094
F,32,1323.22,Low,1322.22,Rural,93522.14,31048.03999
F,29,1024.47,Low,1027.47,Semi-Urban,162600.69,53910.52686
M,56,3043.54,Low,3031.54,Semi-Urban,303509.43,100928.2911
F,60,2223.3,High,2238.3,Urban,272579.39,100979.2847
F,64,3991,Low,3996,Urban,419198.61,140508.5668
F,60,1910.25,Low,1910.25,Semi-Urban,72398.71,22062.51025
M,21,2209.62,Low,2226.62,Urban,131671.66,45274.51862
F,64,2180.92,Low,2182.92,Rural,94725.26,29799.37777
F,18,2081.8,Low,2096.8,Urban,38435.96,14297.39254
F,35,3663.95,Low,3659.95,Semi-Urban,142293.51,49309.88581
M,18,2656.25,Low,2647.25,Rural,150495.96,52416.42485
M,56,2352.95,Low,2352.95,Semi-Urban,213952.58,85426.63
M,63,1703.57,Low,1694.57,Urban,119608.51,37369.16295
M,42,2742.17,Low,2734.17,Rural,80280.13,27019.89015
F,56,1310.07,Low,1305.07,Urban,199576.79,64621.21868
F,22,1561.24,Low,1576.24,Semi-Urban,149994.85,50784.81927
M,19,4200.95,Low,4203.95,Urban,184246.42,65122.32376
F,28,1631.32,Low,1628.32,Semi-Urban,59003.47,19807.51066
F,36,4851.16,Low,4851.16,Semi-Urban,414171.87,141774.119
M,18,1754.87,Low,1744.87,Urban,85679.06,29583.54149
F,37,2783.98,Low,2783.98,Urban,192978.67,65417.5422
M,40,2735.21,Low,2752.21,Urban,47409.8,16004.35092
M,62,1668.37,High,1678.37,Semi-Urban,53148.22,26167.24993
F,47,2073.41,Low,2069.41,Rural,444127.89,148399.8449
M,33,2400.97,Low,2402.97,Rural,48766.77,16802.33121
M,26,5399.66,Low,5408.66,Rural,167174.54,60200.60323
M,62,1841.23,Low,1836.23,Urban,55392.26,16020.04416
F,24,4003.58,Low,4002.58,Urban,355877.72,122412.3184
M,18,4235.66,Low,4237.66,Semi-Urban,160123.15,56995.24125
F,61,3087.59,High,3092.59,Rural,45343.16,25585.2467
M,49,2407.6,Low,2419.6,Rural,302297.37,100712.6026
M,63,2917.95,Low,2922.95,Semi-Urban,89298.3,28298.64792
F,60,1612.7,Low,1626.7,Rural,220995.96,71956.79408
M,24,3639.53,Low,3637.53,Urban,204932.89,71098.99948
M,18,2784.98,Low,2773.98,Rural,129264.41,45415.09469
M,24,1801.71,Low,1796.71,Urban,129781.34,43973.86245
F,18,2793.61,Low,2801.61,Urban,160396.13,55989.60858
F,55,1271.34,Low,1264.34,Semi-Urban,40237.29,10997.72158
M,18,3237.78,Low,3250.78,Rural,74525.59,27502.92892
F,50,1548.68,Low,1552.68,Semi-Urban,52460.85,15788.51383
M,18,2119.45,Low,2112.45,Urban,59556.17,21182.87487
M,18,2556.13,Low,2555.13,Semi-Urban,276289.03,94297.85928
F,60,3378.48,Low,3382.48,Urban,64900.85,21185.13706
F,63,2954.5,Low,2948.5,Semi-Urban,89825.16,28743.68588
F,19,4063.54,Low,4062.54,Semi-Urban,188583.34,66535.0395
M,26,1586.69,Low,1595.69,Rural,27807.14,9486.406897
M,39,2173.93,Low,2168.93,Semi-Urban,42527.81,13720.48527
F,50,1384.93,Low,1399.93,Urban,52722.53,15852.46093
F,18,1259.33,Low,1265.33,Urban,20818.29,7533.779128
M,59,1984.3,Low,1985.3,Semi-Urban,157889.82,50699.06141
F,25,3987.53,Low,4001.53,Rural,339622.03,117001.8466
M,51,3107.12,Low,3093.12,Rural,46631.9,15375.19432
F,18,1721.35,Low,1707.35,Semi-Urban,58171.22,20405.44068
F,22,3374.41,Low,3367.41,Semi-Urban,397131.5,135643.8946
F,18,2429.95,Low,2433.95,Rural,173078.67,60013.78897
F,27,1628.95,Low,1626.95,Rural,100604.95,34134.88555
M,38,3577.56,Low,3578.56,Semi-Urban,203817.94,69417.29635
F,62,2641.11,Low,2644.11,Semi-Urban,236691.77,77841.24959
F,27,1534.36,Low,1524.36,Rural,188390.25,63522.24216
M,28,1817.54,Low,1807.54,Urban,29185.67,9879.738327
F,54,2782.67,Low,2765.67,Urban,124039,40905.02504
M,34,4871.3,Low,4878.3,Semi-Urban,169380.56,59491.76039
M,62,1876.23,Low,1868.23,Rural,198602.57,64298.28166
M,54,1211.95,Low,1217.95,Rural,88703.01,27342.40022
F,64,2720.85,High,2727.85,Urban,439848.96,157355.4636
F,36,1598.9,Low,1587.9,Urban,242273.82,80838.06971
M,63,2193.34,Low,2186.34,Semi-Urban,115240.34,36265.81394
F,18,1938.4,Low,1939.4,Urban,89002.14,31129.40715
F,22,3384.41,Low,3381.41,Semi-Urban,397131.5,135656.1653
M,62,1018.06,Low,1009.06,Semi-Urban,88968.44,26317.0555
M,53,3250.03,Low,3237.03,Rural,34483.26,11282.74842
F,20,13498.98,Low,13482.98,Urban,331370.9,124198.467
F,31,3370.29,Low,3359.29,Urban,51056.47,18812.65914
F,18,2608.45,Low,2600.45,Urban,108616.51,38398.6765
F,65,760.71,High,748.71,Semi-Urban,66781.18,29806.34445
M,34,2049.79,Low,2050.79,Urban,66784.73,22278.20611
F,61,4602.67,Low,4618.67,Urban,93917.67,32111.07391
F,56,1947.68,Low,1954.68,Urban,120612.27,38754.18261
F,53,2051.19,Low,2066.19,Urban,120078.39,38922.0973
F,22,2732.18,Low,2726.18,Rural,161093.22,55975.23819
M,63,2273.63,Low,2273.63,Semi-Urban,163768.09,52652.56609
F,49,2552.23,Low,2567.23,Semi-Urban,136393.07,45093.29821
M,21,4764.45,Low,4752.45,Rural,238899.83,84029.27328
M,40,3058.47,Low,3045.47,Urban,92065.76,31320.05307
M,42,1299.69,Low,1316.69,Urban,52633.96,16133.10591
M,63,1731.88,Low,1729.88,Urban,158511.95,50469.83787
F,36,1262.46,Low,1258.46,Urban,149690.69,49397.80072
M,62,1830.22,High,1827.22,Semi-Urban,164726.89,63806.76118
F,26,1363.22,Low,1355.22,Semi-Urban,25134.51,8312.01614
M,22,1921.45,Low,1925.45,Semi-Urban,79566.59,27253.49454
F,25,3230.27,Low,3228.27,Semi-Urban,69180.42,25098.91197
F,50,4150.84,Low,4153.84,Urban,222813.63,75810.32026
F,64,2724.95,Low,2724.95,Urban,139318.27,45196.13436
F,61,3088.13,High,3084.13,Rural,108150.79,46679.05855
M,18,2192.8,Low,2189.8,Semi-Urban,58783.18,20862.40285
F,57,3276.24,Low,3286.24,Semi-Urban,50915.98,16485.42055
M,45,2346.21,Low,2334.21,Urban,292611.11,97562.38111
M,59,3425.98,Low,3427.98,Urban,63454.38,20589.59529
M,61,1818.79,Low,1816.79,Rural,128859.36,40894.1112
M,43,2089.48,Low,2081.48,Urban,82090.14,26743.51546
M,44,2443.73,Low,2450.73,Rural,282505.85,94494.30263
F,30,3330.77,Low,3322.77,Rural,232279.45,79865.79628
F,51,1765.79,Low,1766.79,Semi-Urban,120171.52,38674.73361
M,55,1840.13,Low,1842.13,Rural,24819.45,6444.316728
F,18,3273.47,Low,3280.47,Urban,143090.28,50666.52962
F,42,1523.44,Low,1514.44,Urban,243695.64,80764.90337
F,51,2410.36,Low,2399.36,Semi-Urban,288912.71,96009.96116
F,62,1646.93,High,1643.93,Semi-Urban,259373.67,95648.67271
M,24,3484.7,Low,3485.7,Semi-Urban,119711.18,42177.31885
M,55,4155.41,Low,4156.41,Rural,386503.62,130305.4937
F,39,4395.2,Low,4395.2,Semi-Urban,351833.39,250708.52
M,29,920.87,Low,919.87,Urban,64403.49,20718.44462
M,29,1563.22,Low,1552.22,Urban,100392.91,33459.4602
F,55,2825.59,Low,2826.59,Urban,147784.71,48855.48848
M,28,2472.12,Low,2475.12,Semi-Urban,161160.91,54749.98096
F,27,3474.87,Low,3485.87,Urban,47681.49,18113.57081
M,18,2461.22,Low,2464.22,Urban,75554.9,26911.63684
F,18,2512.21,Low,2503.21,Urban,59745.58,21883.40389
M,37,2474.81,Low,2463.81,Rural,131415.92,44317.64072
F,56,3121.24,Low,3128.24,Urban,151397.39,50295.31191
M,18,3057.21,Low,3055.21,Semi-Urban,143416.14,50176.07817
M,18,2036.88,Low,2035.88,Rural,178269.43,61116.62979
F,18,3528.54,Low,3521.54,Semi-Urban,167505.49,58983.70126
F,52,1459.97,Low,1456.97,Rural,73597.49,22911.80101
F,29,2156.32,Low,2147.32,Urban,29639.23,10536.22941
M,33,1477.15,Low,1485.15,Rural,60820.62,19909.78252
F,30,1729.38,Low,1723.38,Rural,108885.53,36779.76772
M,32,4621.23,Low,4620.23,Urban,531138.2,181046.9101
M,18,2107.99,Low,2103.99,Rural,186559.5,63972.54686
M,53,1885.08,Low,1882.08,Semi-Urban,150088.71,48449.70327
F,18,1540.67,Low,1545.67,Urban,151816.55,51824.89132
M,39,2741.38,Low,2743.38,Rural,248096.72,83633.18411
F,18,3130.84,Low,3136.84,Urban,116870.07,41712.47834
M,48,3385.13,Low,3373.13,Urban,41933.34,14181.64466
F,49,1384.07,Low,1391.07,Semi-Urban,21557.92,5320.153961
F,18,1677.98,Low,1687.98,Rural,77343.49,27089.29506
M,26,3396.5,Low,3397.5,Rural,183902.09,63767.16923
F,64,2614.78,Low,2629.78,Urban,134356.34,43424.37518
M,46,1349.31,Low,1346.31,Urban,293784.62,96862.69145
F,32,3444.22,Low,3459.22,Urban,96720.6,34161.59099
M,42,1300.69,Low,1301.69,Urban,52633.96,16125.94804
F,46,1670.47,Low,1663.47,Semi-Urban,9587.56,1822.179759
M,26,3021.26,Low,3020.26,Semi-Urban,411610.02,139596.6307
M,62,1214.35,Low,1226.35,Urban,43631.19,11437.02936
M,65,1032.16,High,1021.16,Semi-Urban,126776.95,50001.44107
F,37,5000.27,Low,5000.27,Rural,263283.38,91437.90141
F,24,1225.66,Low,1222.66,Semi-Urban,107425.62,35974.72514
F,63,1948.45,High,1958.45,Urban,199610.91,75947.34627
F,20,1121.54,Low,1136.54,Rural,45188.35,15563.34133
F,64,5381.45,Low,5386.45,Semi-Urban,66584.7,23345.12813
F,53,2874.77,Low,2861.77,Rural,229766.39,76733.3576
M,34,1573.62,Low,1570.62,Urban,32588.74,10302.3957
M,53,1857.65,Low,1855.65,Rural,71132.39,22175.4885
F,28,1049.66,Low,1050.66,Semi-Urban,44729.85,14420.09239
F,18,1748.02,Low,1741.02,Rural,158558.61,54433.38803
F,32,2276.29,Low,2278.29,Semi-Urban,66715.48,22743.71935
M,24,1517.05,Low,1511.05,Rural,47987.03,16344.4137
F,41,4359.97,Low,4370.97,Semi-Urban,85487.9,30472.92919
M,31,1698.95,Low,1706.95,Rural,85357.46,28537.02449
F,18,1569.92,Low,1564.92,Urban,62805.29,21949.70305
F,33,1228.2,Low,1216.2,Rural,48783.29,15837.81333
M,18,615.61,Low,628.61,Semi-Urban,81376.88,26847.32838
M,46,3192.52,Low,3199.52,Rural,374294.1,125934.5784
F,44,1813.56,Low,1813.56,Semi-Urban,227425.38,93539.94
F,37,4026.2,Low,4013.2,Rural,570115.46,193503.9153
F,18,1709.12,Low,1722.12,Urban,102840.78,35549.66241
F,43,1047.35,Low,1056.35,Semi-Urban,35441.47,10115.15338
M,18,4264.67,Low,4261.67,Urban,43673.13,18043.20886
M,57,1060.61,Low,1059.61,Urban,131326.12,41126.51764
M,18,4997.72,Low,4990.72,Urban,53525.35,22100.22822
M,41,4225.55,Low,4226.55,Semi-Urban,114551.82,39856.98694
F,18,1866.97,Low,1879.97,Rural,146096.56,50379.08909
F,34,1848.46,Low,1846.46,Urban,75372.83,25191.96002
F,34,1349.05,Low,1341.05,Rural,69145.8,22724.34757
F,20,3464.55,Low,3450.55,Urban,279213.55,96418.46377
M,42,3452.77,Low,3460.77,Rural,146690.27,50062.68487
M,64,5614.51,High,5607.51,Urban,159701.67,65965.96844
M,61,3753.65,High,3756.65,Urban,454661.03,163386.0761
F,30,999.58,Low,1003.58,Urban,26287.24,8154.968631
F,64,1245.75,Low,1231.75,Urban,31999.14,7626.592153
F,18,2608.45,Low,2594.45,Urban,108616.51,38395.60885
F,33,2435.38,Low,2443.38,Rural,61832.14,21465.71347
M,42,1081.75,Low,1075.75,Urban,24263.32,6368.442083
F,42,3205.64,Low,3200.64,Urban,289748.47,97956.80155
F,20,1555.66,Low,1560.66,Rural,48127.37,16989.39205
F,43,1212.32,Low,1222.32,Semi-Urban,173061.31,56512.56453
F,29,1179.36,Low,1176.36,Semi-Urban,45231.36,14640.03002
M,18,1327.32,Low,1330.32,Rural,75153.49,25755.19101
F,60,1335.74,Low,1337.74,Semi-Urban,49663.31,13838.96392
F,18,1600.37,Low,1602.37,Urban,160814.15,54906.80917
F,18,3525.54,Low,3521.54,Semi-Urban,167505.49,58982.16743
M,33,1297.77,Low,1288.77,Rural,35049.72,11060.90084
M,56,3939.7,Low,3956.7,Urban,128868.72,43333.37419
F,41,1548.99,Low,1549.99,Urban,70355.16,22648.03295
F,40,4248.47,Low,4261.47,Rural,409800.27,139655.3152
M,22,3529.9,Low,3534.9,Urban,119507.07,42453.09597
M,34,3887.18,Low,3888.18,Semi-Urban,109811.79,38472.49099
F,64,3339.96,High,3338.96,Semi-Urban,367244.84,133457.9576
M,18,1509.92,Low,1511.92,Semi-Urban,77134.24,26331.02741
F,43,2408.66,Low,2426.66,Rural,189330.75,63480.80976
F,61,1064.17,Low,1064.17,Urban,114643.21,35446.55922
M,18,3291.08,Low,3283.08,Semi-Urban,193714.47,67307.98701
M,18,2110.95,Low,2125.95,Semi-Urban,114634.46,39549.04694
F,37,2334.31,Low,2332.31,Urban,95716.39,32285.10371
M,28,1707.99,Low,1709.99,Rural,263923.89,88763.19417
M,61,3166.16,High,3182.16,Urban,53130.54,27912.91676
F,58,1503,Low,1495,Urban,69956.81,21117.79705
M,21,1387.38,Low,1389.38,Urban,47797.73,16251.77403
F,40,2253.11,Low,2246.11,Urban,203346.36,68116.43963
F,23,1230.42,Low,1220.42,Urban,145733.1,49060.94082
F,45,1233.34,Low,1220.34,Urban,43820.7,13088.42995
F,55,1914.37,Low,1919.37,Urban,47454.75,14223.68708
M,65,1428.95,High,1432.95,Rural,65079.66,29965.69317
F,18,1833.77,Low,1830.77,Urban,102012.02,35390.55234
M,29,1713.61,Low,1716.61,Rural,105754.5,35559.28855
F,36,2713.41,Low,2701.41,Rural,25273.32,9221.910393
F,63,1881.61,Low,1883.61,Urban,17092.03,3356.595151
F,55,3594.25,Low,3600.25,Rural,252338.93,84902.96202
F,52,1994.63,Low,2008.63,Semi-Urban,163682.59,53452.18285
F,27,3948.75,Low,3941.75,Rural,450702.28,154106.4763
M,63,1054.51,High,1057.51,Semi-Urban,171258.25,65131.48416
F,45,5472.86,Low,5475.86,Semi-Urban,206758.33,72026.64415
F,65,2476.63,High,2470.63,Rural,400867.89,144063.6237
F,26,1975.67,Low,1981.67,Urban,199958.83,67808.95562
F,65,2694.87,High,2685.87,Rural,162784.66,64310.14457
F,44,1935.9,Low,1934.9,Urban,206810.28,68642.29452
F,51,2697.12,Low,2693.12,Semi-Urban,129480.94,42751.66004
F,32,1743.44,Low,1758.44,Semi-Urban,77489.23,25824.53527
M,44,1844.32,Low,1846.32,Urban,33944.11,10245.98566
F,18,2946.28,Low,2961.28,Semi-Urban,107106.82,38110.8966
M,63,2039.24,High,2032.24,Semi-Urban,117740.35,48155.98321
F,18,2073.42,Low,2057.42,Urban,143786.95,49661.67693
M,63,2937.49,Low,2937.49,Urban,116498.59,37590.85104
M,18,1686.06,Low,1678.06,Semi-Urban,52523.56,18238.99459
M,22,5728.77,Low,5741.77,Rural,232077.48,82657.30487
F,18,1693.44,Low,1680.44,Rural,71678.59,25190.43426
F,27,1919,Low,1923,Semi-Urban,133319.65,45148.08871
F,38,2232.52,Low,2232.52,Urban,51497.82,17249.36946
